locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHOONDMH_03525	CDS	930	oppB		COG0601	Oligopeptide transport system permease protein OppB
BHOONDMH_03526	CDS	1686	oppA_2		COG4166	Oligopeptide-binding protein OppA
BHOONDMH_03527	CDS	993	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BHOONDMH_03528	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BHOONDMH_03529	CDS	756	dapB_2	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
BHOONDMH_03530	CDS	1164	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
BHOONDMH_03531	CDS	711	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
BHOONDMH_03532	CDS	711				Single-stranded DNA-binding protein
BHOONDMH_03533	CDS	498				hypothetical protein
BHOONDMH_03534	CDS	753	pdaA	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
BHOONDMH_03535	CDS	528				hypothetical protein
BHOONDMH_03536	CDS	885				hypothetical protein
BHOONDMH_03537	CDS	249				hypothetical protein
BHOONDMH_03538	CDS	1290	fpgS	6.3.2.17		Folylpolyglutamate synthase
BHOONDMH_03539	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
BHOONDMH_03540	CDS	507	aaaT_2	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
BHOONDMH_03541	CDS	747	yxdL_8		COG1136	ABC transporter ATP-binding protein YxdL
BHOONDMH_03542	CDS	2496				hypothetical protein
BHOONDMH_03543	CDS	1029				hypothetical protein
BHOONDMH_03544	CDS	4293				hypothetical protein
BHOONDMH_03545	CDS	762	nrtD_2	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
BHOONDMH_03546	CDS	804	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BHOONDMH_03547	CDS	348				hypothetical protein
BHOONDMH_03548	CDS	1176				hypothetical protein
BHOONDMH_03549	CDS	936	recX			Regulatory protein RecX
BHOONDMH_03550	CDS	1230		3.4.24.-	COG0612	putative zinc protease
BHOONDMH_03551	CDS	504				hypothetical protein
BHOONDMH_03552	CDS	168				hypothetical protein
BHOONDMH_03553	CDS	579				hypothetical protein
BHOONDMH_03554	CDS	264				hypothetical protein
BHOONDMH_03555	CDS	198				hypothetical protein
BHOONDMH_03556	CDS	279				hypothetical protein
BHOONDMH_03557	CDS	759				hypothetical protein
BHOONDMH_03558	CDS	246				hypothetical protein
BHOONDMH_03559	CDS	192				hypothetical protein
BHOONDMH_03560	CDS	1038				hypothetical protein
BHOONDMH_03561	CDS	267				hypothetical protein
BHOONDMH_03562	CDS	192				hypothetical protein
BHOONDMH_03563	CDS	336				hypothetical protein
BHOONDMH_03564	CDS	1542				hypothetical protein
BHOONDMH_03565	CDS	438				hypothetical protein
BHOONDMH_03566	CDS	477				hypothetical protein
BHOONDMH_03567	CDS	1113				hypothetical protein
BHOONDMH_03568	CDS	438				hypothetical protein
BHOONDMH_03569	CDS	321				hypothetical protein
BHOONDMH_03570	CDS	930				hypothetical protein
BHOONDMH_03571	CDS	435				hypothetical protein
BHOONDMH_03572	CDS	2322				hypothetical protein
BHOONDMH_03573	CDS	417				hypothetical protein
BHOONDMH_03574	CDS	429	xkdM			Phage-like element PBSX protein XkdM
BHOONDMH_03575	CDS	1086				hypothetical protein
BHOONDMH_03576	CDS	318				hypothetical protein
BHOONDMH_03577	CDS	426				hypothetical protein
BHOONDMH_03578	CDS	411				hypothetical protein
BHOONDMH_03579	CDS	210				hypothetical protein
BHOONDMH_03580	CDS	336				hypothetical protein
BHOONDMH_03581	CDS	297				hypothetical protein
BHOONDMH_03582	CDS	1215				hypothetical protein
BHOONDMH_03583	CDS	744	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
BHOONDMH_03584	CDS	1236				hypothetical protein
BHOONDMH_03585	CDS	1725				hypothetical protein
BHOONDMH_03586	CDS	453				hypothetical protein
BHOONDMH_03587	CDS	246				hypothetical protein
BHOONDMH_03588	CDS	441				hypothetical protein
BHOONDMH_03589	CDS	240				hypothetical protein
BHOONDMH_03590	CDS	432				hypothetical protein
BHOONDMH_03591	CDS	516				hypothetical protein
BHOONDMH_03592	CDS	216				hypothetical protein
BHOONDMH_03593	CDS	282				hypothetical protein
BHOONDMH_03594	CDS	162				hypothetical protein
BHOONDMH_03595	CDS	174				hypothetical protein
BHOONDMH_03596	CDS	138				hypothetical protein
BHOONDMH_03597	CDS	327				hypothetical protein
BHOONDMH_03598	CDS	354				hypothetical protein
BHOONDMH_03599	CDS	162				hypothetical protein
BHOONDMH_03600	CDS	369				hypothetical protein
BHOONDMH_03601	CDS	204				hypothetical protein
BHOONDMH_03602	CDS	297				hypothetical protein
BHOONDMH_03603	CDS	279				hypothetical protein
BHOONDMH_03604	CDS	198				hypothetical protein
BHOONDMH_03605	CDS	273				hypothetical protein
BHOONDMH_03606	CDS	93				hypothetical protein
BHOONDMH_03607	CDS	735				hypothetical protein
BHOONDMH_03608	CDS	795				hypothetical protein
BHOONDMH_03609	CDS	285				hypothetical protein
BHOONDMH_03610	CDS	807				hypothetical protein
BHOONDMH_03611	CDS	798				hypothetical protein
BHOONDMH_03612	CDS	243				hypothetical protein
BHOONDMH_03613	CDS	168				hypothetical protein
BHOONDMH_03614	CDS	741				hypothetical protein
BHOONDMH_03615	CDS	117				hypothetical protein
BHOONDMH_03616	CDS	213				hypothetical protein
BHOONDMH_03617	CDS	381				hypothetical protein
BHOONDMH_03618	CDS	1539				hypothetical protein
BHOONDMH_03619	CDS	390				hypothetical protein
BHOONDMH_03620	CDS	696				hypothetical protein
BHOONDMH_03621	CDS	876				hypothetical protein
BHOONDMH_03622	CDS	279	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
BHOONDMH_03623	CDS	807	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
BHOONDMH_03624	CDS	2364	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
BHOONDMH_03625	CDS	903	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
BHOONDMH_03626	CDS	570	puuR_3			HTH-type transcriptional regulator PuuR
BHOONDMH_03627	CDS	729	ligA_3	6.5.1.2	COG0272	DNA ligase
BHOONDMH_03628	CDS	342				hypothetical protein
BHOONDMH_03629	CDS	1737	viaA			Protein ViaA
BHOONDMH_03630	CDS	1329	ravA	3.6.3.-		ATPase RavA
BHOONDMH_03631	CDS	1377	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
BHOONDMH_03632	CDS	282				hypothetical protein
BHOONDMH_03633	CDS	1392	glyQS	6.1.1.14		Glycine--tRNA ligase
BHOONDMH_03634	CDS	1515	lysS	6.1.1.6		Lysine--tRNA ligase
BHOONDMH_03635	CDS	483	greA		COG0782	Transcription elongation factor GreA
BHOONDMH_03636	CDS	828				hypothetical protein
BHOONDMH_03637	CDS	972	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
BHOONDMH_03638	CDS	777	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
BHOONDMH_03639	CDS	1674	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
BHOONDMH_03640	CDS	1806	ftsH_3	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
BHOONDMH_03641	CDS	546	hpt_2	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
BHOONDMH_03642	CDS	1407	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
BHOONDMH_03643	CDS	2388	spoIIE	3.1.3.16	COG2208	Stage II sporulation protein E
BHOONDMH_03644	tRNA	77				tRNA-Met(cat)
BHOONDMH_03645	tRNA	76				tRNA-Met(cat)
BHOONDMH_03646	tRNA	76				tRNA-Met(cat)
BHOONDMH_03647	tRNA	89				tRNA-Leu(taa)
BHOONDMH_03648	tRNA	77				tRNA-Met(cat)
BHOONDMH_03649	tRNA	76				tRNA-Met(cat)
BHOONDMH_03650	tRNA	89				tRNA-Leu(taa)
BHOONDMH_03651	CDS	405	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
BHOONDMH_03652	CDS	270	ftsB			Cell division protein FtsB
BHOONDMH_03653	CDS	399				hypothetical protein
BHOONDMH_03654	CDS	291	yabP			Spore protein YabP
BHOONDMH_03655	CDS	240			COG1188	putative protein
BHOONDMH_03656	CDS	279	hup_2			DNA-binding protein HU
BHOONDMH_03657	CDS	1446				hypothetical protein
BHOONDMH_03658	CDS	1536	spoVB_3		COG2244	Stage V sporulation protein B
BHOONDMH_03659	CDS	552	spoVT		COG2002	Stage V sporulation protein T
BHOONDMH_03660	CDS	1011	prsA	5.2.1.8		Foldase protein PrsA
BHOONDMH_03661	CDS	3507	mfd	3.6.4.-		Transcription-repair-coupling factor
BHOONDMH_03662	CDS	570	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
BHOONDMH_03663	CDS	1173	htrB	3.4.21.107	COG0265	Serine protease Do-like HtrB
BHOONDMH_03664	CDS	1410	sasA_24	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_03665	CDS	687	srrA_7		COG0745	Transcriptional regulatory protein SrrA
BHOONDMH_03666	CDS	960	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BHOONDMH_03667	CDS	1374	glmU			Bifunctional protein GlmU
BHOONDMH_03668	CDS	288	spoVG		COG2088	Putative septation protein SpoVG
BHOONDMH_03669	CDS	816	purR		COG0503	Pur operon repressor
BHOONDMH_03670	CDS	1377	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
BHOONDMH_03671	CDS	309				hypothetical protein
BHOONDMH_03672	tRNA	76				tRNA-Pro(tgg)
BHOONDMH_03673	CDS	1350	rsxB_4	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
BHOONDMH_03674	CDS	654		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
BHOONDMH_03675	CDS	417				hypothetical protein
BHOONDMH_03676	CDS	720	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
BHOONDMH_03677	CDS	933				hypothetical protein
BHOONDMH_03678	CDS	1128				hypothetical protein
BHOONDMH_03679	CDS	1047				hypothetical protein
BHOONDMH_03680	CDS	897				hypothetical protein
BHOONDMH_03681	CDS	1797				hypothetical protein
BHOONDMH_03682	CDS	663				hypothetical protein
BHOONDMH_03683	CDS	375				hypothetical protein
BHOONDMH_03684	CDS	519				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
BHOONDMH_03685	CDS	774	yrpC	5.1.1.3	COG0796	Glutamate racemase 2
BHOONDMH_03686	CDS	1899				hypothetical protein
BHOONDMH_03687	CDS	549				hypothetical protein
BHOONDMH_03688	CDS	1254	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
BHOONDMH_03689	CDS	786	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
BHOONDMH_03690	CDS	582				hypothetical protein
BHOONDMH_03691	CDS	504				hypothetical protein
BHOONDMH_03692	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
BHOONDMH_03693	CDS	1218				putative transporter
BHOONDMH_03694	CDS	636	sgcG	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
BHOONDMH_03695	CDS	573				putative HTH-type transcriptional regulator
BHOONDMH_03696	CDS	387	rhaR_18			HTH-type transcriptional activator RhaR
BHOONDMH_03697	CDS	876	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
BHOONDMH_03698	CDS	540	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
BHOONDMH_03699	CDS	762	prdA_6	1.21.4.1		D-proline reductase proprotein PrdA
BHOONDMH_03700	CDS	471	prdA_7	1.21.4.1		D-proline reductase proprotein PrdA
BHOONDMH_03701	CDS	726	prdB_5	1.21.4.1		D-proline reductase subunit gamma
BHOONDMH_03702	CDS	192				hypothetical protein
BHOONDMH_03703	CDS	1746	prdA_8	1.21.4.1		D-proline reductase proprotein PrdA
BHOONDMH_03704	CDS	1287	rsxC_4	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
BHOONDMH_03705	CDS	1497				putative protein
BHOONDMH_03706	CDS	840	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
BHOONDMH_03707	CDS	252				hypothetical protein
BHOONDMH_03708	CDS	1059		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
BHOONDMH_03709	CDS	1377				hypothetical protein
BHOONDMH_03710	CDS	1194	mnmE_1	3.6.-.-		tRNA modification GTPase MnmE
BHOONDMH_03711	CDS	1374	opuE		COG0591	Osmoregulated proline transporter OpuE
BHOONDMH_03712	CDS	102				hypothetical protein
BHOONDMH_03713	CDS	1245	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BHOONDMH_03714	CDS	678				hypothetical protein
BHOONDMH_03715	CDS	486				hypothetical protein
BHOONDMH_03716	CDS	432				hypothetical protein
BHOONDMH_03717	CDS	906	cysL_2		COG0583	HTH-type transcriptional regulator CysL
BHOONDMH_03718	CDS	1197	aprX	3.4.21.-	COG1404	Serine protease AprX
BHOONDMH_03719	CDS	882	cmpR			HTH-type transcriptional activator CmpR
BHOONDMH_03720	CDS	948	slcC	1.1.1.310	COG0111	(S)-sulfolactate dehydrogenase
BHOONDMH_03721	CDS	840	accA	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BHOONDMH_03722	CDS	870	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
BHOONDMH_03723	CDS	1347	accC	6.3.4.14	COG0439	Biotin carboxylase
BHOONDMH_03724	CDS	435	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
BHOONDMH_03725	CDS	477	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
BHOONDMH_03726	CDS	1239	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BHOONDMH_03727	CDS	747	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BHOONDMH_03728	CDS	945	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
BHOONDMH_03729	CDS	927		1.6.5.11	COG2070	NADH:quinone reductase
BHOONDMH_03730	CDS	225	acpP_2		COG0236	Acyl carrier protein
BHOONDMH_03731	CDS	981	fabH_3	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
BHOONDMH_03732	CDS	477				hypothetical protein
BHOONDMH_03733	CDS	1059				hypothetical protein
BHOONDMH_03734	CDS	936				hypothetical protein
BHOONDMH_03735	CDS	987				hypothetical protein
BHOONDMH_03736	CDS	978	dnaA_4			Chromosomal replication initiator protein DnaA
BHOONDMH_03737	tRNA	76				tRNA-Thr(tgt)
BHOONDMH_03738	CDS	747				hypothetical protein
BHOONDMH_03739	CDS	1353	cca_2	2.7.7.72		CCA-adding enzyme
BHOONDMH_03740	CDS	468	ysnF			Stress response protein YsnF
BHOONDMH_03741	CDS	669				hypothetical protein
BHOONDMH_03742	CDS	522				hypothetical protein
BHOONDMH_03743	CDS	513	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
BHOONDMH_03744	CDS	444				hypothetical protein
BHOONDMH_03745	CDS	525				hypothetical protein
BHOONDMH_03746	CDS	306				hypothetical protein
BHOONDMH_03747	CDS	933	penP	3.5.2.6	COG2367	Beta-lactamase
BHOONDMH_03748	CDS	888				hypothetical protein
BHOONDMH_03749	CDS	543				hypothetical protein
BHOONDMH_03750	CDS	744	smc_5			Chromosome partition protein Smc
BHOONDMH_03751	CDS	1806	cotA		COG2132	Spore coat protein A
BHOONDMH_03752	CDS	837				hypothetical protein
BHOONDMH_03753	CDS	234				hypothetical protein
BHOONDMH_03754	CDS	261				hypothetical protein
BHOONDMH_03755	CDS	222				hypothetical protein
BHOONDMH_03756	CDS	489				hypothetical protein
BHOONDMH_03757	CDS	342	yybR		COG1733	putative HTH-type transcriptional regulator YybR
BHOONDMH_03758	CDS	1143				hypothetical protein
BHOONDMH_03759	CDS	759	dinG_4	3.1.-.-		3'-5' exonuclease DinG
BHOONDMH_03760	CDS	102				hypothetical protein
BHOONDMH_03761	CDS	708	regX3_3		COG0745	Sensory transduction protein regX3
BHOONDMH_03762	CDS	912	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
BHOONDMH_03763	CDS	921	bcrA_9			Bacitracin transport ATP-binding protein BcrA
BHOONDMH_03764	CDS	747				hypothetical protein
BHOONDMH_03765	CDS	735				hypothetical protein
BHOONDMH_03766	CDS	960	rhaR_19			HTH-type transcriptional activator RhaR
BHOONDMH_03767	CDS	1806		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BHOONDMH_03768	CDS	1746		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BHOONDMH_03769	CDS	597	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn/Fe]
BHOONDMH_03770	CDS	450	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
BHOONDMH_03771	CDS	594				hypothetical protein
BHOONDMH_03772	CDS	423				hypothetical protein
BHOONDMH_03773	CDS	246				hypothetical protein
BHOONDMH_03774	CDS	156				hypothetical protein
BHOONDMH_03775	CDS	168				hypothetical protein
BHOONDMH_03776	CDS	984	pyrK_1			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
BHOONDMH_03777	CDS	270				hypothetical protein
BHOONDMH_03778	CDS	147				hypothetical protein
BHOONDMH_03779	CDS	249				hypothetical protein
BHOONDMH_03780	CDS	1398	dtpT_4		COG3104	Di-/tripeptide transporter
BHOONDMH_03781	CDS	1794				hypothetical protein
BHOONDMH_03782	CDS	597				hypothetical protein
BHOONDMH_03783	CDS	489				hypothetical protein
BHOONDMH_03784	CDS	1797				hypothetical protein
BHOONDMH_03785	CDS	249				hypothetical protein
BHOONDMH_03786	CDS	381				hypothetical protein
BHOONDMH_03787	CDS	561	bioY_2		COG1268	Biotin transporter BioY
BHOONDMH_03788	CDS	957	bioB	2.8.1.6		Biotin synthase
BHOONDMH_03789	CDS	684	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
BHOONDMH_03790	CDS	273				hypothetical protein
BHOONDMH_03791	CDS	729	yflN	3.-.-.-	COG0491	putative metallo-hydrolase YflN
BHOONDMH_03792	CDS	438	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
BHOONDMH_03793	CDS	570				hypothetical protein
BHOONDMH_03794	CDS	831	thiM_2	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
BHOONDMH_03795	CDS	393				hypothetical protein
BHOONDMH_03796	CDS	432				hypothetical protein
BHOONDMH_03797	CDS	465				hypothetical protein
BHOONDMH_03798	CDS	258				hypothetical protein
BHOONDMH_03799	CDS	543	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
BHOONDMH_03800	CDS	1404	ycaM		COG0531	Inner membrane transporter YcaM
BHOONDMH_03801	CDS	819				hypothetical protein
BHOONDMH_03802	CDS	1449	lhgD_2	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
BHOONDMH_03803	CDS	1071	hemE_5	4.1.1.37		Uroporphyrinogen decarboxylase
BHOONDMH_03804	CDS	612				hypothetical protein
BHOONDMH_03805	CDS	771	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BHOONDMH_03806	CDS	711	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
BHOONDMH_03807	CDS	969	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
BHOONDMH_03808	CDS	420				hypothetical protein
BHOONDMH_03809	CDS	135				hypothetical protein
BHOONDMH_03810	CDS	699				hypothetical protein
BHOONDMH_03811	CDS	912				hypothetical protein
BHOONDMH_03812	CDS	414	fosX		COG0346	Fosfomycin resistance protein FosX
BHOONDMH_03813	CDS	720	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
BHOONDMH_03814	CDS	1179	natB	7.2.2.4	COG1668	ABC transporter permease protein NatB
BHOONDMH_03815	CDS	393				hypothetical protein
BHOONDMH_03816	CDS	204				hypothetical protein
BHOONDMH_03817	CDS	798				hypothetical protein
BHOONDMH_03818	CDS	1164	garK	2.7.1.165	COG1929	Glycerate 2-kinase
BHOONDMH_03819	CDS	135				hypothetical protein
BHOONDMH_03820	CDS	1029	ltaE	4.1.2.48		Low specificity L-threonine aldolase
BHOONDMH_03821	CDS	1449	pepD_3	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
BHOONDMH_03822	CDS	1119				hypothetical protein
BHOONDMH_03823	CDS	579				hypothetical protein
BHOONDMH_03824	CDS	1611				hypothetical protein
BHOONDMH_03825	CDS	786	pomA_2		COG1291	Chemotaxis protein PomA
BHOONDMH_03826	CDS	765	motB_2		COG1360	Motility protein B
BHOONDMH_03827	CDS	378				hypothetical protein
BHOONDMH_03828	CDS	360				hypothetical protein
BHOONDMH_03829	CDS	831				Iron-sulfur cluster carrier protein
BHOONDMH_03830	CDS	846				Iron-sulfur cluster carrier protein
BHOONDMH_03831	CDS	357				hypothetical protein
BHOONDMH_03832	CDS	546	hypB_2		COG0378	Hydrogenase maturation factor HypB
BHOONDMH_03833	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
BHOONDMH_03834	CDS	1965	cooS2	1.2.7.4	COG1151	Carbon monoxide dehydrogenase 2
BHOONDMH_03835	CDS	1074	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
BHOONDMH_03836	CDS	885			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
BHOONDMH_03837	CDS	678				hypothetical protein
BHOONDMH_03838	CDS	345				hypothetical protein
BHOONDMH_03839	CDS	636				hypothetical protein
BHOONDMH_03840	CDS	3117	mupA			mupirocin-resistant isoleucine--tRNA ligase MupA
BHOONDMH_03841	CDS	999	ccpA		COG1609	Catabolite control protein A
BHOONDMH_03842	CDS	4053				hypothetical protein
BHOONDMH_03843	CDS	1068	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
BHOONDMH_03844	CDS	1278	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
BHOONDMH_03845	CDS	807	larE_2	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
BHOONDMH_03846	CDS	747	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
BHOONDMH_03847	CDS	1383	moaA_6			GTP 3',8-cyclase
BHOONDMH_03848	CDS	1275				hypothetical protein
BHOONDMH_03849	CDS	1116	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BHOONDMH_03850	CDS	1011	cotI_3			Spore coat protein I
BHOONDMH_03851	CDS	195				hypothetical protein
BHOONDMH_03852	CDS	768				hypothetical protein
BHOONDMH_03853	CDS	1014	cotI_4			Spore coat protein I
BHOONDMH_03854	CDS	1128	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BHOONDMH_03855	CDS	1005	cotI_5			Spore coat protein I
BHOONDMH_03856	CDS	903	yabG	3.4.-.-		Sporulation-specific protease YabG
BHOONDMH_03857	CDS	237	veg		COG4466	Protein Veg
BHOONDMH_03858	CDS	1563				hypothetical protein
BHOONDMH_03859	CDS	801	cphB	3.4.15.6		Cyanophycinase
BHOONDMH_03860	CDS	2622	cphA	6.3.2.29	COG0769	Cyanophycin synthetase
BHOONDMH_03861	CDS	843	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
BHOONDMH_03862	CDS	198				hypothetical protein
BHOONDMH_03863	CDS	1461	gerBA_5			Spore germination protein B1
BHOONDMH_03864	CDS	1104	yndE_5			Spore germination protein YndE
BHOONDMH_03865	CDS	1179	gerAC_2			Spore germination protein A3
BHOONDMH_03866	CDS	633				hypothetical protein
BHOONDMH_03867	CDS	1242	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
BHOONDMH_03868	CDS	1371	ypeB			Sporulation protein YpeB
BHOONDMH_03869	CDS	981	thiI	2.8.1.4		tRNA sulfurtransferase
BHOONDMH_03870	CDS	429				hypothetical protein
BHOONDMH_03871	CDS	300				hypothetical protein
BHOONDMH_03872	CDS	1602	pyrG	6.3.4.2		CTP synthase
BHOONDMH_03873	CDS	345				hypothetical protein
BHOONDMH_03874	CDS	1446	rho	3.6.4.-		Transcription termination factor Rho
BHOONDMH_03875	CDS	219	rpmE		COG0254	50S ribosomal protein L31
BHOONDMH_03876	CDS	576	tdk_2	2.7.1.21	COG1435	Thymidine kinase
BHOONDMH_03877	CDS	918				hypothetical protein
BHOONDMH_03878	CDS	852	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
BHOONDMH_03879	CDS	1077	prfA		COG0216	Peptide chain release factor 1
BHOONDMH_03880	CDS	609				hypothetical protein
